,assists,blocked,evenTimeOnIce_s,faceOffWins,faceoffTaken,giveaways,goals,hits,penaltyMinutes_s,plusMinus,powerPlayAssists,powerPlayGoals,powerPlayTimeOnIce_s,shortHandedAssists,shortHandedGoals,shortHandedTimeOnIce_s,shots,takeaways,timeOnIce_s,games_played,position
8474157,0.287671232877,0.452054794521,865.095890411,0.0821917808219,0.13698630137,0.246575342466,0.534246575342,0.945205479452,28.7671232877,0.109589041096,0.0958904109589,0.13698630137,181.123287671,0.0,0.013698630137,63.2602739726,3.69863013699,0.383561643836,1109.47945205,73.0,Left Wing
8471296,0.237288135593,2.15254237288,1016.08474576,0.0,0.0,0.745762711864,0.0508474576271,3.20338983051,60.0,-0.0169491525424,0.0338983050847,0.0169491525424,35.406779661,0.0,0.0,103.881355932,0.983050847458,0.118644067797,1155.37288136,59.0,Defenseman
8474056,0.524390243902,1.5243902439,1157.0,0.0,0.0,1.01219512195,0.121951219512,1.64634146341,59.2682926829,-0.0487804878049,0.231707317073,0.0487804878049,279.707317073,0.0,0.0,40.2682926829,2.48780487805,0.317073170732,1476.97560976,82.0,Defenseman
8467496,0.444444444444,2.22222222222,1101.11111111,0.0,0.0,1.01234567901,0.0864197530864,0.604938271605,25.1851851852,0.148148148148,0.234567901235,0.0246913580247,263.12345679,0.0,0.0123456790123,150.086419753,1.61728395062,0.432098765432,1514.32098765,81.0,Defenseman
8474189,0.181818181818,0.753246753247,806.701298701,6.76623376623,12.7142857143,0.324675324675,0.155844155844,1.68831168831,52.987012987,-0.194805194805,0.012987012987,0.025974025974,66.5194805195,0.012987012987,0.012987012987,84.4675324675,1.77922077922,0.38961038961,957.688311688,77.0,Center
8474218,0.386666666667,1.42666666667,968.693333333,0.0,0.0,0.92,0.0666666666667,0.92,24.0,0.186666666667,0.106666666667,0.0133333333333,115.506666667,0.0133333333333,0.0,85.04,1.4,0.533333333333,1169.24,75.0,Defenseman
8467331,0.131147540984,1.86885245902,1021.98360656,0.0,0.0,0.475409836066,0.0491803278689,2.0,34.4262295082,0.0655737704918,0.0,0.0,6.18032786885,0.0,0.0,121.573770492,1.04918032787,0.213114754098,1149.73770492,61.0,Defenseman
8470794,0.463414634146,0.829268292683,884.463414634,8.23170731707,14.7073170732,0.69512195122,0.5,0.573170731707,23.4146341463,0.280487804878,0.182926829268,0.19512195122,210.951219512,0.0121951219512,0.0121951219512,95.5975609756,2.74390243902,0.682926829268,1191.01219512,82.0,Center
8467899,0.208333333333,0.291666666667,767.354166667,0.0,0.0833333333333,0.708333333333,0.25,0.1875,12.5,0.291666666667,0.0208333333333,0.0208333333333,107.0,0.0,0.0,9.08333333333,1.5,0.3125,883.4375,48.0,Right Wing
8471956,0.172839506173,0.530864197531,592.333333333,4.58024691358,8.33333333333,0.320987654321,0.037037037037,1.27160493827,63.7037037037,-0.0987654320988,0.0,0.0,3.67901234568,0.0,0.0,72.5925925926,1.17283950617,0.456790123457,668.604938272,81.0,Left Wing
8466139,0.451219512195,0.353658536585,915.695121951,1.98780487805,3.75609756098,0.792682926829,0.40243902439,1.03658536585,13.1707317073,0.0,0.146341463415,0.134146341463,216.804878049,0.0,0.0243902439024,98.8170731707,3.4756097561,0.609756097561,1231.31707317,82.0,Left Wing
8473536,0.238805970149,0.507462686567,711.895522388,1.5671641791,3.4776119403,0.223880597015,0.0597014925373,1.5671641791,31.3432835821,0.044776119403,0.0149253731343,0.0,15.6268656716,0.0,0.0,2.70149253731,1.25373134328,0.462686567164,730.223880597,67.0,Center
8471371,0.0535714285714,0.267857142857,424.160714286,0.0357142857143,0.0535714285714,0.0714285714286,0.0357142857143,2.60714285714,100.714285714,-0.160714285714,0.0,0.0,3.32142857143,0.0,0.0,1.58928571429,0.803571428571,0.142857142857,429.071428571,56.0,Right Wing
8466138,0.792682926829,0.414634146341,894.634146341,7.5243902439,13.4024390244,1.17073170732,0.134146341463,0.658536585366,23.4146341463,0.243902439024,0.207317073171,0.0243902439024,220.682926829,0.0121951219512,0.0,20.5487804878,1.48780487805,0.926829268293,1135.86585366,82.0,Center
8467096,0.32,1.22666666667,1042.65333333,0.0,0.0,0.786666666667,0.16,0.613333333333,25.6,-0.106666666667,0.16,0.08,218.386666667,0.0,0.0,15.92,2.05333333333,0.346666666667,1276.96,75.0,Defenseman
8466158,0.160714285714,1.30357142857,945.196428571,0.0,0.0,0.410714285714,0.0535714285714,0.517857142857,58.9285714286,0.0178571428571,0.0,0.0,8.85714285714,0.0178571428571,0.0,112.214285714,0.928571428571,0.232142857143,1066.26785714,56.0,Defenseman
8470063,0.0,0.6,501.533333333,2.6,5.0,0.0666666666667,0.0,1.53333333333,24.0,-0.266666666667,0.0,0.0,8.2,0.0,0.0,67.4666666667,0.6,0.133333333333,577.2,15.0,Right Wing
8471996,0.08,0.64,708.08,1.2,2.84,0.16,0.12,1.8,14.4,-0.08,0.0,0.04,49.04,0.0,0.0,34.44,1.48,0.16,791.56,25.0,Center
8473562,0.0277777777778,0.472222222222,584.194444444,1.97222222222,3.69444444444,0.25,0.0277777777778,0.694444444444,6.66666666667,-0.305555555556,0.0,0.0,7.38888888889,0.0,0.0,71.8333333333,1.36111111111,0.25,663.416666667,36.0,Center
8471709,0.234567901235,1.85185185185,1069.13580247,0.0,0.0,0.432098765432,0.0617283950617,0.62962962963,28.1481481481,0.382716049383,0.0123456790123,0.0,42.0864197531,0.0123456790123,0.0123456790123,131.654320988,1.7037037037,0.222222222222,1242.87654321,81.0,Defenseman
8474739,0.285714285714,0.753246753247,817.103896104,0.25974025974,0.727272727273,0.571428571429,0.207792207792,2.83116883117,27.2727272727,0.142857142857,0.0649350649351,0.0,73.5454545455,0.012987012987,0.025974025974,76.0649350649,2.11688311688,0.337662337662,966.714285714,77.0,Center
8474027,0.158536585366,1.78048780488,1065.82926829,0.0,0.0,0.475609756098,0.0487804878049,0.939024390244,14.6341463415,0.231707317073,0.0,0.0121951219512,61.6341463415,0.0,0.0,131.695121951,1.4756097561,0.487804878049,1259.15853659,82.0,Defenseman
8470613,0.376811594203,0.347826086957,872.565217391,0.884057971014,1.89855072464,0.536231884058,0.31884057971,2.10144927536,29.5652173913,0.376811594203,0.130434782609,0.0289855072464,132.913043478,0.0,0.0,3.33333333333,3.55072463768,0.652173913043,1008.8115942,69.0,Defenseman
8471348,0.19696969697,1.09090909091,933.484848485,0.0,0.0,0.318181818182,0.030303030303,1.27272727273,18.1818181818,0.136363636364,0.0,0.0,48.6363636364,0.0,0.0,44.7575757576,1.43939393939,0.19696969697,1026.87878788,66.0,Defenseman
8471677,0.341463414634,1.56097560976,1109.76829268,0.0,0.0121951219512,0.487804878049,0.0609756097561,2.21951219512,35.1219512195,-0.0853658536585,0.170731707317,0.0487804878049,192.597560976,0.0,0.0,178.402439024,1.79268292683,0.207317073171,1480.76829268,82.0,Defenseman
8470596,0.4,0.4,816.6,0.0285714285714,0.0285714285714,0.314285714286,0.114285714286,1.51428571429,41.1428571429,-0.0857142857143,0.0571428571429,0.0571428571429,133.828571429,0.0,0.0,3.54285714286,1.37142857143,0.342857142857,953.971428571,35.0,Right Wing
8474685,0.267857142857,0.517857142857,780.142857143,0.0535714285714,0.160714285714,0.339285714286,0.160714285714,1.98214285714,56.7857142857,-0.0178571428571,0.0357142857143,0.0357142857143,92.8392857143,0.0,0.0,93.1785714286,1.60714285714,0.357142857143,966.160714286,56.0,Left Wing
