,assists,blocked,evenTimeOnIce_s,faceOffWins,faceoffTaken,giveaways,goals,hits,penaltyMinutes_s,plusMinus,powerPlayAssists,powerPlayGoals,powerPlayTimeOnIce_s,shortHandedAssists,shortHandedGoals,shortHandedTimeOnIce_s,shots,takeaways,timeOnIce_s,games_played,position
8475799,0.271604938272,0.283950617284,763.481481481,0.0864197530864,0.320987654321,0.296296296296,0.172839506173,2.16049382716,32.5925925926,0.148148148148,0.0493827160494,0.0246913580247,81.7777777778,0.0,0.0,0.432098765432,1.76543209877,0.456790123457,845.691358025,81.0,Right Wing
8465951,0.219512195122,0.743902439024,769.292682927,0.121951219512,0.317073170732,0.30487804878,0.121951219512,2.31707317073,39.512195122,0.0975609756098,0.0243902439024,0.0,3.74390243902,0.0121951219512,0.0121951219512,151.304878049,1.26829268293,0.414634146341,924.341463415,82.0,Left Wing
8476463,0.139240506329,1.48101265823,1212.46835443,0.0,0.0,0.455696202532,0.101265822785,0.417721518987,16.7088607595,0.0,0.0506329113924,0.0379746835443,85.3037974684,0.0,0.0,136.303797468,0.936708860759,0.354430379747,1434.07594937,79.0,Defenseman
8470852,0.373333333333,0.573333333333,890.84,0.0266666666667,0.12,0.186666666667,0.306666666667,0.613333333333,27.2,0.0266666666667,0.133333333333,0.12,185.573333333,0.0,0.0,1.76,2.34666666667,0.426666666667,1078.17333333,75.0,Left Wing
8469506,0.365853658537,0.378048780488,902.951219512,1.06097560976,1.93902439024,0.292682926829,0.365853658537,0.280487804878,11.7073170732,0.0365853658537,0.121951219512,0.0853658536585,207.780487805,0.0,0.0,4.67073170732,2.75609756098,0.451219512195,1115.40243902,82.0,Right Wing
8475613,0.11320754717,1.56603773585,773.377358491,0.0,0.0,0.132075471698,0.0377358490566,0.415094339623,65.6603773585,0.0377358490566,0.0188679245283,0.0,1.18867924528,0.0188679245283,0.0,97.0377358491,0.566037735849,0.320754716981,871.603773585,53.0,Defenseman
8474716,0.313432835821,1.59701492537,1109.70149254,0.0,0.0,0.313432835821,0.0746268656716,1.19402985075,14.328358209,0.223880597015,0.0746268656716,0.0298507462687,127.328358209,0.0,0.0,121.432835821,1.35820895522,0.283582089552,1358.46268657,67.0,Defenseman
8475287,0.195652173913,0.369565217391,535.956521739,3.5,7.5652173913,0.108695652174,0.130434782609,0.5,37.8260869565,0.304347826087,0.0,0.0,6.26086956522,0.0,0.0217391304348,66.5652173913,1.21739130435,0.173913043478,608.782608696,46.0,Center
8477495,0.246753246753,1.28571428571,959.025974026,0.0,0.0,0.74025974026,0.0779220779221,0.714285714286,18.7012987013,-0.285714285714,0.0909090909091,0.025974025974,118.272727273,0.0,0.0,99.8441558442,1.2987012987,0.324675324675,1177.14285714,77.0,Defenseman
8475176,0.2625,1.2125,854.725,0.0,0.0,0.525,0.075,0.7125,18.0,0.1125,0.075,0.0,105.1375,0.0,0.0,4.175,1.5375,0.2125,964.0375,80.0,Defenseman
8470642,0.417721518987,2.18987341772,1270.75949367,0.0,0.0,0.632911392405,0.291139240506,2.13924050633,39.4936708861,-0.0253164556962,0.177215189873,0.151898734177,187.278481013,0.0,0.0,156.164556962,2.46835443038,0.443037974684,1614.20253165,79.0,Defenseman
8464989,0.376623376623,0.285714285714,768.090909091,5.68831168831,10.025974026,0.519480519481,0.12987012987,0.233766233766,24.9350649351,0.0519480519481,0.103896103896,0.012987012987,134.285714286,0.0,0.0,27.3766233766,1.74025974026,0.38961038961,929.753246753,77.0,Center
8467370,0.386666666667,0.973333333333,932.453333333,7.94666666667,15.28,0.506666666667,0.266666666667,1.92,48.0,-0.0533333333333,0.0933333333333,0.0533333333333,163.52,0.0,0.0,89.5066666667,2.36,0.453333333333,1185.48,75.0,Center
8474096,0.267605633803,0.450704225352,799.183098592,1.23943661972,2.35211267606,0.0985915492958,0.183098591549,0.591549295775,11.8309859155,0.0281690140845,0.0422535211268,0.0422535211268,70.9295774648,0.0,0.0140845070423,91.0845070423,1.19718309859,0.422535211268,961.197183099,71.0,Center
8475225,0.354430379747,0.26582278481,859.481012658,0.0379746835443,0.240506329114,0.620253164557,0.303797468354,0.683544303797,16.7088607595,0.20253164557,0.0379746835443,0.0886075949367,123.189873418,0.0,0.0,1.29113924051,2.72151898734,0.632911392405,983.962025316,79.0,Right Wing
8471733,0.0689655172414,0.155172413793,494.982758621,0.0,0.0,0.103448275862,0.051724137931,2.27586206897,171.724137931,-0.120689655172,0.0,0.0,1.87931034483,0.0,0.0,10.5862068966,0.5,0.189655172414,507.448275862,58.0,Left Wing
8475714,0.583333333333,0.333333333333,754.416666667,4.83333333333,12.25,0.166666666667,0.166666666667,0.166666666667,20.0,0.583333333333,0.0833333333333,0.0,84.0,0.0,0.0,5.66666666667,1.08333333333,0.166666666667,844.083333333,12.0,Center
8470180,0.0759493670886,0.443037974684,776.670886076,0.0253164556962,0.126582278481,0.20253164557,0.189873417722,1.94936708861,45.5696202532,-0.316455696203,0.0,0.0,4.45569620253,0.0,0.0126582278481,110.379746835,1.51898734177,0.329113924051,891.506329114,79.0,Left Wing
8473537,0.142857142857,0.357142857143,740.214285714,0.0142857142857,0.0428571428571,0.328571428571,0.114285714286,0.785714285714,27.4285714286,-0.214285714286,0.0,0.0,11.7,0.0,0.0,3.2,1.62857142857,0.457142857143,755.114285714,70.0,Left Wing
8471887,0.407894736842,0.447368421053,835.565789474,0.0,0.0789473684211,0.171052631579,0.289473684211,1.01315789474,22.1052631579,0.0263157894737,0.131578947368,0.0921052631579,175.210526316,0.0,0.0,0.657894736842,3.26315789474,0.697368421053,1011.43421053,76.0,Right Wing
8468700,0.146666666667,0.733333333333,674.906666667,9.28,16.0,0.266666666667,0.133333333333,1.62666666667,48.8,-0.08,0.0,0.0,4.50666666667,0.0,0.0,148.986666667,0.986666666667,0.333333333333,828.4,75.0,Center
8474569,0.271604938272,0.432098765432,818.530864198,2.04938271605,4.23456790123,0.333333333333,0.135802469136,0.604938271605,15.5555555556,-0.0123456790123,0.037037037037,0.0246913580247,94.0740740741,0.0,0.0,0.358024691358,1.38271604938,0.407407407407,912.962962963,81.0,Left Wing
8475218,0.129032258065,0.887096774194,917.112903226,0.0,0.0,0.532258064516,0.0161290322581,0.677419354839,9.67741935484,-0.129032258065,0.0,0.0,12.2419354839,0.0161290322581,0.0,79.6451612903,0.935483870968,0.306451612903,1009.0,62.0,Defenseman
8475268,0.22972972973,0.459459459459,755.648648649,0.0,0.0135135135135,0.283783783784,0.121621621622,0.945945945946,6.48648648649,-0.0675675675676,0.0135135135135,0.0,25.972972973,0.0,0.0,48.6621621622,1.45945945946,0.27027027027,830.283783784,74.0,Right Wing
